Car Index,Station Index,Arrival Time,,,,Position,Velocity
9,5,40.95173128,,,,138.9798094,1.456084542
9,6,55.72891203,,,,165.3133939,1.934811124
9,7,69.69768517,,,,194.6593205,2.976838778
9,8,82.74843302,,,,229.0426001,2.435259621
9,1,97.13677109,,,,22.9575209,2.006679373
9,3,110.999019,,,,57.5,2.160508026
9,3,124.69705,,,,80.34928111,1.835990111
9,4,140.4096729,,,,109.990955,2.06342977
9,5,158.2218785,,,,135.9252153,2.042491679
9,6,173.0124307,,,,166.5649219,2.623789
9,7,186.9035117,,,,194.7248728,2.071076102
9,8,201.1406902,,,,228.144688,2.29476819
9,1,215.5395588,,,,24.00392476,2.194057129
9,2,230.9836181,,,,48.05606906,1.884672481
9,3,245.4573896,,,,78.39329794,2.69815688
9,4,263.0604029,,,,110.0788154,2.251139827
9,5,277.0449256,,,,139.3871826,2.199038971
9,7,293.557879,,,,172.5,1.866130527
9,8,308.3919828,,,,201.25,2.440589544
9,1,325.8014189,,,,0,2.231957601
9,1,340.5300574,,,,17.61005231,2.687211548
9,2,357.4673683,,,,49.67425975,1.220631039
9,3,370.1614258,,,,73.56375015,2.148420248
9,5,386.6365841,,,,115,1.896500515
9,5,400.2170311,,,,134.570146,2.110389979
9,6,417.3297506,,,,163.4832679,1.654118884
9,7,430.3238284,,,,192.1466891,2.394210693
9,8,447.2733277,,,,229.7983439,1.717913203
9,1,461.2654904,,,,17.7651721,2.334660936
9,2,475.3053074,,,,51.98334058,2.156854451
9,3,490.9390339,,,,81.77795905,2.327270521
9,4,506.345938,,,,110.1383916,2.236456064
9,5,521.4087188,,,,134.0267951,1.785262144
9,6,536.6769445,,,,165.8022323,2.681210158
9,7,549.4023303,,,,194.6889847,2.911525664
9,8,564.9485813,,,,229.7516497,1.750765503
9,1,582.3487581,,,,23.97108269,2.355189515
9,2,596.5622372,,,,52.71805083,2.441817473
9,3,613.5856472,,,,81.44821623,1.99552983
9,4,628.1524131,,,,109.6942104,1.92582877
9,5,645.3286527,,,,138.6279125,2.153343955
9,6,662.4404757,,,,167.9766767,2.182544545
9,7,676.4059356,,,,196.450392,1.913386932
9,8,687.9309707,,,,229.8118766,2.947373458
9,1,700.8418989,,,,19.24238979,1.942188194
9,2,716.1938906,,,,44.86298133,2.247714203
9,3,730.5445326,,,,71.31134617,2.853672504
9,4,742.9356565,,,,101.2501639,2.725201813
9,5,755.9880766,,,,134.2514303,2.305963968
9,7,769.679836,,,,172.5,2.455015706
9,7,784.601163,,,,192.5336993,2.694255831
9,8,802.1609745,,,,228.2136337,2.617664035
9,1,817.3757514,,,,24.59778827,2.308252506
9,2,833.6886809,,,,53.37501373,2.808997021
9,3,849.0457804,,,,81.7848112,2.201367169
9,4,862.3187315,,,,105.0182465,2.354169521
9,5,877.8229536,,,,137.5384278,1.757490346
9,6,893.5920019,,,,164.9626227,2.860561229
9,7,904.6426785,,,,195.2260648,2.570869672
9,8,919.7010732,,,,229.6181681,1.856661717
9,1,933.3906301,,,,22.11090161,2.417595583
9,2,946.4268548,,,,52.82921285,2.562396009
9,3,963.5632503,,,,80.20287799,1.873036793
9,4,978.471484,,,,109.3057369,2.064666169
9,5,991.6844625,,,,139.3094089,2.63281371
10,3,9.261338449,,,,80.91262336,1.207163686
10,4,23.2614564,,,,110.3564092,1.662887774
10,5,37.67569168,,,,137.4949977,2.132286327
10,6,52.01454114,,,,167.6751482,2.242121475
10,7,67.48369912,,,,190.4315967,1.980010522
10,8,80.6628264,,,,226.7808204,2.022476965
10,1,94.25017187,,,,19.49711988,2.234951616
10,2,107.3414629,,,,49.55062101,2.232239282
10,3,121.4831335,,,,78.01503963,2.318018217
10,4,137.9821393,,,,110.0327331,2.38151774
10,5,154.390879,,,,136.466283,2.387800267
10,6,170.750405,,,,165.4301873,2.061477018
10,7,183.7529143,,,,196.9630244,2.406725228
10,8,198.0066434,,,,229.0194745,2.16024119
10,1,213.3764085,,,,22.67124155,2.217156017
10,2,225.9727045,,,,49.87579364,2.763992572
10,3,242.5455122,,,,81.98481606,2.332254949
10,4,260.8743172,,,,109.0600708,1.692834508
10,5,275.0609601,,,,136.9228392,1.9362256
10,7,291.8164788,,,,172.5,1.831884966
10,8,305.7882983,,,,201.25,2.784002747
10,1,319.8697771,,,,0,2.87984107
10,1,336.3845157,,,,23.02436232,1.646531075
10,2,351.0561433,,,,47.92389332,2.457177325
10,3,364.2565057,,,,78.2245356,2.309816183
10,4,380.2453479,,,,107.0222537,1.688653695
10,5,395.8671934,,,,135.1880574,3.039499269
10,6,411.8786719,,,,167.4667039,2.420812867
10,7,426.5216104,,,,194.8538052,2.596895826
10,8,443.1434941,,,,229.6962235,1.502925836
10,1,456.5603841,,,,23.09306511,2.32858861
10,2,472.7475737,,,,50.24188138,1.632335076
10,3,489.017452,,,,78.7399296,2.260491572
10,4,504.1721379,,,,109.1850314,2.257329516
10,5,515.962345,,,,139.5653091,2.115831426
10,6,534.1789055,,,,163.4252042,1.412703947
10,7,547.1488673,,,,189.548751,2.263500094
10,8,561.4269252,,,,228.7438847,2.050552234
10,1,580.3196571,,,,20.26250557,1.604745699
10,2,594.6038807,,,,45.92335366,2.09943848
10,3,611.1793771,,,,75.88103703,1.944014659
10,4,625.3973449,,,,108.4805959,2.075076369
10,5,642.9499861,,,,131.7182251,1.539379846
10,6,660.3679759,,,,158.1302414,1.820989572
10,7,673.8975,,,,183.5143716,2.416184147
10,8,685.8617975,,,,226.6790941,2.644007454
10,1,695.9465905,,,,11.07175125,3.246580036
10,2,710.5717262,,,,46.54794695,1.710630297
10,3,725.3096454,,,,73.67386272,1.598267441
10,4,737.8902187,,,,102.0850227,2.320413846
10,5,751.8689447,,,,137.4158467,2.171222711
10,7,767.5108609,,,,172.5,2.852678003
10,7,781.3660208,,,,193.9732313,2.578457091
10,8,799.8873813,,,,227.9501289,2.292749416
10,1,815.5768963,,,,21.28286446,2.15047626
10,2,832.2201901,,,,48.07886376,1.52777863
10,3,847.0174097,,,,73.30908098,2.0529888
10,4,858.0786998,,,,109.0132962,2.976284625
10,5,874.2886115,,,,133.3055339,2.139006962
10,6,890.9570724,,,,163.2090199,2.192209979
10,7,902.2995278,,,,195.3602894,2.636408899
10,8,916.935692,,,,229.3975154,2.108177444
10,1,930.6444726,,,,21.38274361,2.280134195
10,2,944.6040347,,,,53.27874219,2.386938028
10,3,960.3347382,,,,79.13273162,2.401350504
10,4,975.7135257,,,,105.5059944,1.874211427
10,5,989.9978293,,,,132.8586297,2.329771244
10,6,1003.866211,,,,162.7235852,1.737829565
11,3,4.839919297,,,,80.31485726,1.679500898
11,4,20.46897044,,,,110.4817961,2.040970107
11,5,34.74221967,,,,138.8634032,2.342608878
11,6,49.86262747,,,,165.7387801,2.107839815
11,7,62.01988808,,,,188.7818039,2.799328271
11,8,75.07667042,,,,228.0502901,2.133438631
11,1,90.11009114,,,,20.86059076,1.648154322
11,3,103.780295,,,,57.5,2.736801298
11,3,117.930547,,,,81.74539052,2.204370891
11,4,135.8963825,,,,110.7601906,2.450450523
11,5,151.3404911,,,,138.3687828,2.335104016
11,6,167.320916,,,,167.2868012,2.371958824
11,7,181.9716658,,,,194.2792723,2.234593356
11,8,196.0582006,,,,228.6713921,1.956292735
11,1,210.6347167,,,,22.899419,1.38673479
11,2,223.2143012,,,,49.28506188,2.533399355
11,3,240.716731,,,,78.05346343,1.856821058
11,4,257.3654513,,,,103.1217158,1.589912438
11,6,271.534945,,,,143.75,2.229957963
11,7,288.2810771,,,,172.5,1.856680684
11,7,302.1973689,,,,192.8080991,2.650851046
11,8,316.1131106,,,,228.6116297,2.002318697
11,1,332.9071214,,,,24.64809549,2.584582797
11,2,347.1589453,,,,51.99703817,2.323286281
11,3,360.7820022,,,,80.80792185,2.347025848
11,4,375.5210244,,,,110.3872626,2.683839976
11,5,393.0503009,,,,139.3631773,2.078722707
11,6,409.7994959,,,,168.1043263,2.734305538
11,7,424.0585949,,,,196.1291115,2.478474282
11,8,438.4941231,,,,227.6414077,2.665420511
11,1,454.1310435,,,,19.33757704,2.852327403
11,2,468.30111,,,,51.71893017,2.71984806
11,3,485.6951346,,,,79.41525454,2.743847256
11,4,501.596099,,,,108.0554923,1.937432498
11,5,513.9845452,,,,137.9951904,1.819812201
11,6,527.7551988,,,,167.6991354,2.036449071
11,7,541.9793297,,,,194.6803726,1.989746848
11,8,556.3306826,,,,229.1932194,2.69748737
11,1,575.0306606,,,,21.84093955,2.027002531
11,2,589.0897175,,,,48.12577873,2.096224055
11,3,605.8455887,,,,79.60149805,2.452537223
11,4,622.2555791,,,,109.0377864,2.652267713
11,5,635.1339977,,,,138.4613067,3.324643061
11,6,652.4767947,,,,162.5443361,2.903960437
11,7,666.5571537,,,,193.7590755,2.994601197
11,8,679.1051841,,,,228.1276746,2.172388957
11,1,690.5013994,,,,22.02476144,2.414618881
11,2,704.1693767,,,,52.01638627,2.152157866
11,3,717.441039,,,,80.30253325,2.37040508
11,4,732.324411,,,,107.5834978,1.72394537
11,5,748.9516239,,,,137.2483496,2.172382786
11,6,762.5097369,,,,165.5425297,2.533373691
11,7,778.5438801,,,,194.7600118,2.571217382
11,8,797.3705387,,,,228.2788176,2.071184462
11,1,812.1045792,,,,20.17340405,1.970557515
11,2,826.0536317,,,,47.68402361,2.868582496
11,3,840.7139564,,,,81.10509147,2.368884002
11,4,856.0672309,,,,106.9758794,2.272908221
11,5,869.4057541,,,,134.2479919,3.235330043
11,6,886.7188925,,,,160.4895513,1.439048112
11,7,900.065538,,,,186.7919565,2.203268411
11,8,911.072372,,,,228.1378259,2.574553233
11,1,927.41341,,,,21.06074452,1.258927746
11,2,942.8355523,,,,48.0728087,1.486679188
11,3,957.3708775,,,,71.22885455,2.494435285
11,4,970.6479256,,,,105.4813043,2.600477853
11,5,985.3229625,,,,138.643983,1.869382455
11,7,998.2405647,,,,172.5,3.093364921
12,3,1.306046377,,,,84.33333333,1.467533389
12,4,18.25521736,,,,103.269985,1.413801661
12,5,32.65625608,,,,130.1941388,1.736226722
12,6,46.65497392,,,,163.4209209,2.473705535
12,7,57.56589236,,,,193.9898362,2.732372881
12,8,71.94910223,,,,228.2411229,2.008982463
12,1,85.3232765,,,,21.75250031,2.357660633
12,2,99.93946252,,,,52.82024496,1.920108343
12,3,115.8870572,,,,81.53831866,2.422623962
12,4,134.1661662,,,,109.944162,1.964437879
12,5,149.036004,,,,137.4408999,2.020947664
12,6,165.1230706,,,,167.6681974,2.21148614
12,7,178.8522044,,,,193.0069721,2.811220844
12,8,192.7307364,,,,224.4340832,2.140848649
12,1,206.415755,,,,15.83498179,2.596554659
12,2,219.9716469,,,,48.8393843,1.647610336
12,3,236.3024465,,,,75.34373669,1.669481009
12,5,249.8944209,,,,115,2.143418212
12,6,267.4707332,,,,143.75,1.688803979
12,6,282.9647592,,,,163.7220538,1.804467473
12,7,299.0127687,,,,195.5852718,1.957321839
12,8,313.2459019,,,,229.1896005,1.989037271
12,1,331.320055,,,,23.30689737,1.571193855
12,2,344.7903341,,,,52.47761341,2.40461508
12,3,358.4632898,,,,78.74776568,2.257667751
12,4,373.8023163,,,,108.8102232,2.662602999
12,5,390.9399556,,,,139.7079353,2.218105266
12,6,408.1918944,,,,163.6674658,2.032802515
12,7,421.9924494,,,,191.7981576,2.412104585
12,8,435.8307152,,,,226.9476036,2.735176827
12,1,450.8311337,,,,19.66202113,1.749399534
12,2,466.1755979,,,,51.34794777,1.95396762
12,3,483.2041995,,,,77.93501113,1.347782241
12,4,498.0117122,,,,105.7818716,2.229702014
12,5,510.8222356,,,,136.9745394,1.995006654
12,6,525.3977303,,,,166.7617718,2.322308001
12,7,538.6775893,,,,194.8825958,2.549746375
12,8,554.7405311,,,,229.5295257,1.87744826
12,1,571.6221496,,,,17.05955283,1.600287195
12,2,584.6177617,,,,52.5590533,2.068056962
12,3,603.1347218,,,,76.37919282,2.537638969
12,4,620.0076108,,,,102.1321159,1.718098342
12,5,633.5432425,,,,122.8812817,2.342209645
12,6,649.0484891,,,,149.3551744,2.015623903
12,7,664.0556772,,,,178.1520851,1.828929748
12,8,674.8092261,,,,227.524146,2.71556755
12,1,687.716182,,,,11.22453203,2.109914694
12,2,701.621416,,,,43.24650733,2.258555178
12,3,714.9319882,,,,74.8565709,2.192894237
12,4,728.0223593,,,,107.1468018,2.322869333
12,5,745.9587579,,,,135.7843325,1.40205686
12,6,759.7634108,,,,162.4848821,2.775964766
12,7,776.0197885,,,,195.1078771,2.337123604
12,8,795.3143301,,,,227.5834612,2.359588187
12,1,807.7522089,,,,24.70027999,1.804278299
12,2,822.6317408,,,,48.37026577,2.212288793
12,3,838.5420862,,,,76.30867354,1.749948325
12,4,852.5368989,,,,99.69555614,2.449384185
12,5,866.4688023,,,,133.8285054,1.810179444
12,6,878.3727861,,,,166.1519434,1.932329423
12,7,893.5034489,,,,196.7987973,1.804178565
12,8,907.8252737,,,,226.210738,2.048927941
12,1,921.3056285,,,,24.31490572,2.422416212
12,2,936.4944456,,,,52.2328498,2.112879872
12,3,951.3490154,,,,75.64960415,2.259535083
12,4,966.9875616,,,,107.3571774,1.530076939
12,5,982.5915701,,,,137.5556557,2.206209052
12,6,995.5488904,,,,163.099778,2.321931768
13,4,9.958427663,,,,106.9138142,3.009275128
13,5,24.84859996,,,,138.8904922,2.496009027
13,6,42.98473956,,,,163.3609529,2.392963899
13,7,54.90880122,,,,195.7574304,2.363125601
13,8,69.30423216,,,,229.9822106,2.081085028
13,1,82.35529222,,,,20.31278116,2.569058772
13,2,97.50222764,,,,52.76778542,2.121290236
13,3,113.9421902,,,,79.26611407,2.372911886
13,4,131.5924844,,,,102.9860011,1.583247117
13,5,145.9141517,,,,130.0013367,1.922649403
13,6,162.9382039,,,,155.9421072,1.557777128
13,7,175.9200164,,,,180.976674,1.989503355
13,8,186.9832899,,,,229.7638801,2.959707846
13,1,201.4418493,,,,16.23457568,2.064299633
13,2,214.7151761,,,,46.6021312,2.39779843
13,4,229.7697197,,,,86.25,2.293420376
13,4,245.0138851,,,,110.6049649,2.253043289
13,6,262.0935302,,,,143.75,1.482087893
13,6,278.1001959,,,,167.5982107,2.271201598
13,7,296.1186467,,,,196.9023802,1.697779855
13,8,310.7430444,,,,229.7085678,2.283033028
13,1,327.855745,,,,23.22978299,2.687118129
13,2,342.7016894,,,,48.47692174,1.851547568
13,3,355.1402878,,,,78.29163618,2.303373905
13,4,371.4776075,,,,109.8557393,1.902323666
13,5,389.1176504,,,,138.1763945,2.24645571
13,6,403.8468908,,,,161.5767622,2.418879433
13,7,418.073945,,,,189.7338899,2.214524669
13,8,432.2108478,,,,229.2894646,1.469454329
13,1,445.6362204,,,,20.39312146,2.167303404
13,2,463.0271055,,,,48.72702435,1.704969166
13,3,477.0348135,,,,74.32461126,2.72679395
13,4,493.8774698,,,,105.6054742,1.649867764
13,6,507.4260261,,,,143.75,2.489267103
13,6,522.9268142,,,,165.45314,2.029141102
13,7,536.1803197,,,,194.7245299,1.990146158
13,8,549.8032786,,,,228.9846104,2.532470257
13,1,564.3169314,,,,19.71523292,1.816304581
13,2,582.2285883,,,,48.67635007,1.191964129
13,3,599.2449615,,,,68.83125852,1.740427627
13,4,612.5180022,,,,99.32020976,2.072466382
13,5,624.6334004,,,,132.441588,2.677726162
13,6,637.5657786,,,,161.7009897,2.277906645
13,7,651.4264797,,,,192.4267161,2.144970592
13,8,665.6496886,,,,229.9833789,2.477278028
13,1,679.4099372,,,,21.74386143,2.63714767
13,2,695.3105263,,,,52.71065591,2.120172932
13,3,709.7363756,,,,76.9755805,2.241298533
13,4,724.6415414,,,,108.60754,1.776725553
13,5,740.2773425,,,,133.3870312,2.507710882
13,6,756.1556136,,,,165.2167833,2.419921014
13,7,773.3917191,,,,192.5751939,2.337036432
13,8,791.2387251,,,,229.5893627,1.189936679
13,1,805.5076993,,,,11.94981501,2.143494783
13,2,818.5049133,,,,47.14887842,1.825110542
13,3,832.8611605,,,,77.42838517,2.196962343
13,4,846.2886166,,,,104.4902876,2.423476752
13,5,860.987857,,,,132.113124,1.843505077
13,6,875.0876027,,,,163.6215719,2.250662616
13,7,891.0362859,,,,192.8385984,2.181591131
13,8,905.7892395,,,,228.9080615,1.948187254
13,1,919.474773,,,,23.13568821,1.987461624
13,2,934.0015684,,,,51.30245152,2.090318926
13,3,946.6576096,,,,76.47711449,2.727191599
13,4,961.9925039,,,,110.1764748,2.030103326
13,5,979.7838832,,,,137.6110718,1.706778526
13,6,991.5004416,,,,163.6834149,2.489148576
13,7,1005.733283,,,,194.602096,2.211255164
14,4,7.271340077,,,,107.9655968,1.94743201
14,5,22.90168882,,,,132.941759,1.729380672
14,6,39.1656067,,,,155.4454444,2.213638384
14,7,52.5845195,,,,185.6853817,1.976016091
14,8,65.10371281,,,,229.6639864,2.517533169
14,1,79.07112491,,,,18.05557583,2.17882891
14,2,95.27140863,,,,51.49793371,2.201048566
14,3,110.999019,,,,78.34521315,2.065571194
14,4,124.0042825,,,,106.2165084,2.154800685
14,5,138.7632571,,,,136.7117006,2.245256475
14,6,152.3090243,,,,159.5657053,2.497660245
14,7,165.7298722,,,,197.0661404,2.896384915
14,8,180.4812037,,,,227.5284119,2.014589511
14,2,195.3790548,,,,28.75,2.452262763
14,3,210.1702282,,,,57.5,2.178866903
14,4,226.7408474,,,,86.25,2.414707537
14,4,243.0631747,,,,108.5894367,1.20544993
14,6,259.8198263,,,,143.75,2.065897324
14,7,275.9419598,,,,172.5,2.679875843
14,7,293.557879,,,,198.2722275,1.70998741
14,8,308.3919828,,,,229.3813479,1.939025253
14,1,325.8014189,,,,20.8227021,1.336442452
14,2,337.8284264,,,,44.38271301,2.668069466
14,3,351.685198,,,,78.60517596,2.030186107
14,4,368.773409,,,,101.121464,1.656648927
14,5,386.6365841,,,,130.7550291,1.183647706
14,6,399.3310651,,,,150.6680823,2.396522235
14,7,412.8736822,,,,185.557834,2.797689517
14,8,427.4316618,,,,228.2168996,1.95934034
14,1,441.7803327,,,,20.31175108,2.023029531
14,2,457.8815722,,,,48.60361729,1.877079755
14,3,472.6614032,,,,77.59833484,2.633437136
14,5,488.1833615,,,,115,2.052891549
14,5,504.8096463,,,,137.6189488,1.781448723
14,6,519.4539852,,,,164.2347163,2.066102261
14,8,532.9014298,,,,201.25,2.511117757
14,8,546.9347062,,,,229.8034591,1.721637095
14,1,559.3426737,,,,21.43809285,2.71345277
14,2,574.8259747,,,,48.0466704,2.950056619
14,3,589.2366502,,,,80.47458506,2.4724326
14,4,604.9522389,,,,109.927653,2.491027571
14,5,620.4102605,,,,134.5787118,2.018776001
14,6,632.8250179,,,,162.7402138,2.533976746
14,7,647.3130043,,,,194.7216593,2.738241272
14,8,662.9148021,,,,229.3064221,2.285668633
14,1,676.7532264,,,,19.83389711,2.587682457
14,2,693.051586,,,,51.5161184,2.521467477
14,3,705.5984085,,,,75.71501367,2.617169088
14,5,721.0436531,,,,115,1.878623412
14,6,736.1449009,,,,143.75,2.107522622
14,6,753.1459217,,,,166.4020853,1.164170582
14,7,769.679836,,,,195.3179065,2.734975274
14,8,783.0637026,,,,226.0452082,2.589230931
14,1,797.6699452,,,,22.33284936,1.619904828
14,2,812.8334094,,,,49.66352756,2.335294107
14,3,828.8457913,,,,78.42705083,1.697009992
14,4,841.9519906,,,,107.2419068,2.274762136
14,6,854.6754925,,,,143.75,2.35749992
14,6,871.1427964,,,,168.359675,1.712224839
14,7,887.1806589,,,,197.2041431,2.510425156
14,8,903.3690115,,,,228.3963556,2.276348258
14,1,916.6499074,,,,22.67743243,2.116249983
14,2,931.0366866,,,,46.88945754,2.431631048
14,3,943.0741117,,,,77.57222475,3.038486536
14,4,959.616504,,,,108.5159743,1.884533894
14,5,976.1870906,,,,135.4075251,1.879607784
14,6,987.9584332,,,,161.0070407,2.336999597
14,7,1002.726889,,,,196.4355083,2.050289165
15,4,3.659196949,,,,107.3333333,2.095177377
15,5,16.6519133,,,,136.1425044,2.633899708
15,6,31.46129704,,,,164.7563337,2.267039847
15,7,44.7077525,,,,195.3537531,1.849427657
15,8,60.16985384,,,,225.3051915,2.423519721
15,1,74.162789,,,,21.08427606,2.481464709
15,2,92.54449638,,,,50.7303064,1.938194085
15,3,107.1720936,,,,79.22503873,2.071161077
15,4,119.9280393,,,,110.8406151,2.008299166
15,5,135.6285152,,,,130.9680373,2.321932222
15,6,147.1304598,,,,166.3098222,1.903663692
15,7,164.2853613,,,,186.9946096,1.715236199
15,8,174.4984816,,,,226.4736305,3.539736616
15,1,187.776229,,,,20.62039451,2.835876475
15,3,206.2491593,,,,57.5,3.185446681
15,4,223.1119742,,,,86.25,2.804607945
15,4,237.7451909,,,,108.8054941,2.152617147
15,6,257.5640404,,,,143.75,3.379779836
15,7,273.7323872,,,,172.5,2.464832375
15,8,291.8164788,,,,201.25,1.943391214
15,8,305.7882983,,,,229.409047,1.842376377
15,1,319.8697771,,,,18.61727418,1.987480075
15,2,332.91203,,,,48.99666864,2.937052195
15,3,347.91962,,,,78.39303904,2.54542011
15,5,360.3959334,,,,115,2.809506729
15,5,375.6578353,,,,135.7497973,1.579034379
15,7,390.221232,,,,172.5,2.334307834
15,7,407.2647089,,,,194.9150396,2.061971559
15,8,422.2277799,,,,229.4791852,2.213120785
15,2,437.6092375,,,,28.75,2.537368111
15,2,453.1420918,,,,51.56199544,1.831451187
15,3,469.3760902,,,,78.32714167,1.886168464
15,5,485.8463024,,,,115,2.61420291
15,5,501.3680366,,,,134.1139185,2.484597309
15,6,515.4535619,,,,165.0962306,2.908921733
15,7,529.265721,,,,191.1645013,2.088092922
15,8,542.5243809,,,,228.9195392,1.982310696
15,1,556.6479862,,,,24.55069157,1.613635853
15,2,571.6215177,,,,49.1044881,2.158217636
15,3,586.9007261,,,,78.68939222,2.507771963
15,4,602.915992,,,,109.2969282,1.748807014
15,5,615.8672661,,,,135.4248785,2.07100277
15,6,628.973449,,,,167.1621288,2.047315598
15,7,644.9288679,,,,189.1653222,2.1002546
15,8,659.0348463,,,,228.2903663,2.173708321
15,1,673.3076325,,,,14.83951379,2.463759987
15,2,690.6784117,,,,46.60511852,1.596629473
15,3,701.573072,,,,74.01753785,3.343239122
15,5,716.9454407,,,,115,2.462143048
15,6,732.328457,,,,143.75,2.699121797
15,6,747.907931,,,,165.8334103,2.21091336
15,7,767.5108609,,,,191.4077555,1.327461006
15,8,780.7560169,,,,228.9340192,2.744552227
15,1,793.7085084,,,,23.08735488,1.725027845
15,2,809.477741,,,,50.52994029,1.987049897
15,3,824.2359486,,,,76.05838399,1.690300152
15,4,838.5414832,,,,105.2265392,2.423393133
15,5,851.2251991,,,,138.465124,2.645150013
15,6,868.7246998,,,,166.4510611,2.278280878
15,7,885.5690367,,,,189.3338297,1.668231562
15,8,901.2876534,,,,229.891434,1.577053967
15,1,913.780413,,,,15.14077889,2.381808222
15,2,926.6731371,,,,47.86448861,1.960797063
15,3,940.2181585,,,,79.88632539,1.89299018
15,4,956.1758518,,,,104.2629861,1.800467964
15,5,971.748678,,,,131.594049,1.372937897
15,6,983.0406064,,,,157.3696627,2.852203419
15,7,1000.378688,,,,196.2079695,2.358156904
16,5,13.76361214,,,,131.1858452,2.796341956
16,6,28.04553603,,,,163.6520268,2.067298225
16,7,41.51960571,,,,193.4729662,1.865138654
16,8,57.90421387,,,,229.379874,1.832948819
16,1,71.07359579,,,,22.55090407,3.042196481
16,2,89.05171222,,,,47.48534443,2.346174232
16,3,103.780295,,,,70.80910859,1.882365564
16,4,117.856941,,,,93.07116748,2.293271701
16,5,130.1236333,,,,124.2861215,2.444433357
16,6,143.8787417,,,,155.1778037,2.093191867
16,7,155.974325,,,,186.9062505,2.27353525
16,8,168.2725911,,,,228.0303314,2.517102446
16,1,184.9095296,,,,22.5550416,2.560700364
16,3,204.1714932,,,,57.5,2.349753911
16,4,220.5101922,,,,86.25,1.51040899
16,5,234.8675282,,,,115,2.380408546
16,6,255.4405986,,,,143.75,2.093199753
16,7,271.534945,,,,172.5,2.17991614
16,8,288.2810771,,,,201.25,1.942393186
16,1,301.6811476,,,,0,2.012886796
16,1,314.7714991,,,,24.24983039,2.328038867
16,2,330.0168376,,,,53.36549504,2.349886905
16,3,344.832915,,,,79.62101334,1.728105521
16,4,357.1921398,,,,108.8955406,2.073751166
16,5,370.5913194,,,,137.0475299,3.516167305
16,6,388.0707433,,,,167.3031251,1.835883483
16,7,404.1924258,,,,196.2468279,1.658413665
16,8,419.6773637,,,,228.3337855,1.788630556
16,2,434.1843403,,,,28.75,2.610040571
16,3,449.8998516,,,,57.5,2.10884246
16,3,465.1755862,,,,79.45996017,2.534750497
16,5,483.8093884,,,,115,2.582473721
16,6,497.4897093,,,,143.75,2.126808025
16,6,512.9083681,,,,167.2666111,2.322999375
16,7,524.4357163,,,,195.4097101,2.389153258
16,8,539.6265924,,,,229.9706072,2.655853981
16,1,554.045597,,,,24.11914899,2.027778828
16,2,567.7314967,,,,50.01851639,2.120360794
16,3,583.8858556,,,,80.62881721,2.095947299
16,4,599.6548707,,,,105.2332177,1.884915972
16,5,611.8474156,,,,139.1875638,2.045330078
16,6,626.3661953,,,,166.4063654,1.375065274
16,7,639.174957,,,,190.740095,2.604825838
16,8,651.4357355,,,,229.9808363,2.070467209
16,1,667.661593,,,,22.14001451,2.004242412
16,2,683.8547362,,,,46.42104334,1.974356705
16,3,697.9142065,,,,77.36755639,2.481178311
16,4,713.5435737,,,,106.7985988,1.700651732
16,6,729.8647482,,,,143.75,1.7162858
16,6,744.8926207,,,,167.4427435,2.07781176
16,7,760.0965229,,,,196.8304492,2.223235714
16,8,777.5498332,,,,226.8112992,2.553547856
16,1,790.4258685,,,,22.7150636,2.155405649
16,2,805.9699984,,,,46.38507183,2.975536394
16,4,818.2064774,,,,86.25,2.643260162
16,4,834.5085177,,,,110.7952715,2.696247186
16,5,849.2272497,,,,138.3507468,1.967343136
16,6,866.0696545,,,,161.6629471,2.289642885
16,7,878.4260414,,,,192.9835638,2.641213124
16,8,892.6045631,,,,227.2666846,1.742877707
16,1,908.066594,,,,21.30036304,2.625104478
16,2,921.7590582,,,,49.40987433,1.901501738
16,3,936.8564535,,,,80.05683984,2.483552444
16,4,950.2123945,,,,106.0740816,2.710771895
16,5,962.894708,,,,133.8486318,2.766446443
16,7,977.7358174,,,,172.5,2.140015221
16,7,998.2405647,,,,192.3405423,0.994847486
17,5,9.270544049,,,,136.254553,2.33182906
17,6,23.76556658,,,,165.3189123,2.248259889
17,7,37.3499244,,,,193.4684789,2.531570323
17,8,52.91337804,,,,229.6663299,1.79706229
17,1,69.03589179,,,,16.4299866,2.121468048
17,2,84.78320759,,,,43.26619646,1.656561248
17,3,95.57737642,,,,71.45161121,2.601892514
17,4,108.2946931,,,,106.1580113,2.316252437
17,5,122.1611014,,,,139.1094459,2.278462902
17,7,135.6032479,,,,172.5,2.621534725
17,7,149.6653181,,,,196.4791544,2.1693895
17,1,164.0544958,,,,0,2.364818955
17,1,182.4902858,,,,22.99467292,1.778571556
17,3,200.1302977,,,,57.5,2.677197768
17,4,218.6680433,,,,86.25,1.335001179
17,4,232.1551481,,,,108.6099371,2.67879045
17,5,249.8944209,,,,136.2184227,1.266251188
17,6,267.4707332,,,,163.3775067,1.696512702
17,7,282.2706579,,,,189.4236987,2.634652086
17,8,297.8815256,,,,225.7461501,2.797081975
17,1,312.8384689,,,,23.89516564,2.183836617
17,2,328.2573891,,,,52.00900285,1.710027953
17,3,340.9969301,,,,75.35503131,2.685774206
17,4,354.24846,,,,107.5303706,2.158764791
17,5,368.6851331,,,,138.1400311,1.973396887
17,6,385.2400218,,,,167.2953469,1.492828558
17,8,401.1755837,,,,201.25,2.920753426
17,8,417.3896469,,,,229.8388624,2.690276
