Car Index,Station Index,Arrival Time,Velocity,Position
10,3,113.7911777,1.531009328,33.74510841
10,4,125.2461897,2.509818396,57.5
10,5,136.9427219,2.457993495,86.25
10,6,151.8926471,1.915715954,116.8649171
10,7,169.6835966,1.571402797,145.8045048
10,8,180.6000794,2.633632134,172.5
10,1,193.6283299,2.206742959,229.942145
10,2,217.7357801,1.19257739,0
10,3,229.4318375,2.458093261,28.75
10,4,240.7533114,2.539422009,57.5
10,5,251.9498452,2.567758971,86.25
10,6,268.7454225,1.675343889,116.4765072
10,7,280.3338451,2.480924367,143.75
10,8,297.6379938,1.63667172,173.7776406
10,1,314.9604174,1.659698471,229.9613529
10,2,324.0283936,3.17049797,0
10,3,336.1356353,2.456611676,32.58294541
10,4,348.0972678,2.695991391,64.13985956
10,5,363.5848218,1.325906477,103.6620924
10,6,374.3598991,2.485602201,133.9120602
10,7,386.4459468,2.647036783,167.5963093
10,8,398.8212337,2.927787967,192.8821835
10,2,413.5178684,2.542979513,0
10,3,429.9977066,2.30819117,28.75
10,3,443.7716766,2.2857534,54.26273371
10,4,458.089336,2.18695557,81.96841485
10,5,469.9946088,2.202114977,111.3148605
10,6,484.635656,2.43597218,138.2095582
10,7,499.8957985,1.970622086,164.4293119
10,8,511.7142197,2.262078033,195.5205749
10,1,527.25129,0.818411114,229.79352
10,2,540.3843163,2.036242804,21.20541532
10,3,556.5987099,1.430588209,47.75236159
10,5,570.9593895,2.586262592,86.25
10,6,588.345932,1.745906602,115
10,6,601.9730097,2.084896071,143.5076305
10,7,616.7121662,2.813019963,170.5039708
10,8,629.6669001,2.170068997,199.8343732
10,1,643.99483,2.170481746,229.9323509
10,2,658.7073742,2.646421049,23.75501162
10,3,671.0372989,2.657666627,55.64480861
10,4,686.0162886,2.209658784,83.82465003
10,5,701.5880727,2.584705496,115
10,6,717.5906012,1.711222428,136.3350261
10,7,731.0387648,2.152161682,171.8240015
10,8,744.6758155,3.121909323,201.25
10,1,759.1425282,1.948527016,229.028116
10,2,775.6344849,1.802045206,23.28975677
10,3,788.0750759,2.161243618,57.5
10,4,801.7541619,1.670503561,86.25
10,5,814.5393461,2.484509672,113.0193603
10,6,829.131559,2.348565698,141.3435004
10,7,844.7028079,1.928253148,171.4065744
10,8,861.6467144,1.465464021,199.1573738
10,1,876.0462143,1.486334812,229.4673261
10,2,889.234687,2.07432004,27.41784581
10,3,902.4703565,2.349790085,55.44618128
10,4,917.6185597,2.727463777,80.27199292
10,5,934.8512515,3.713555564,98.33156
10,6,949.0246886,1.924033905,127.0667441
10,7,960.2548468,2.802680498,153.2075634
10,8,971.0497294,1.921094469,196.6131529
10,1,984.0072745,2.473564347,228.2457977
11,4,4.322388659,2.129427521,79.12962952
11,5,17.80491447,1.915463694,104.7454094
11,6,30.78926518,2.417410213,132.1494379
11,7,45.33720625,1.741716712,162.2156541
11,8,57.20708095,2.608675133,188.8357319
11,1,71.12253453,2.468589167,228.2619495
11,2,85.01885609,1.815479707,16.11155841
11,3,98.2753404,2.584165547,44.70031634
11,4,110.4152906,2.824537317,77.46449605
11,5,124.5638249,2.19636983,108.6560357
11,6,137.8586862,2.107733667,135.0780188
11,7,152.6952755,2.120218448,164.7640234
11,8,166.2738987,2.508700415,197.5958818
11,1,178.4725153,2.013000669,228.3696748
11,2,193.6021125,2.369619762,23.94985311
11,3,209.3555423,2.511256598,48.49973087
11,4,223.6558117,2.170774525,78.54346289
11,5,236.2021566,2.513406485,106.4907962
11,6,252.4660824,1.907153992,133.061304
11,7,265.9628375,1.965478418,162.991069
11,8,280.85249,2.357040648,190.55591
11,1,295.9985774,1.469541128,229.4273612
11,2,308.9762851,2.032622714,28.6310867
11,3,325.9927809,2.369165516,55.9119604
11,4,339.896151,2.399771053,86.07206274
11,5,355.0337605,2.767853775,112.301962
11,6,370.4019288,2.178876755,138.9776686
11,7,384.593426,2.507003464,163.0183451
11,8,395.9631659,2.482393797,198.1433694
11,1,409.9350766,2.172048062,227.9310267
11,2,424.6414229,2.42647561,28.01038119
11,3,442.3553969,2.362054319,50.75194405
11,4,456.1315527,2.738007449,78.29664347
11,5,468.3211542,2.323422806,109.9668263
11,6,482.3612287,2.268429615,137.7797877
11,7,495.8002958,2.22037949,164.9317735
11,8,509.1814048,2.232225041,194.1065049
11,1,521.7043182,1.745892152,229.3957703
11,2,536.6791665,3.348192105,28.75
11,3,549.7849822,1.706316884,52.29700824
11,5,567.9993502,2.272167675,86.25
11,6,584.241507,2.232909932,115
11,6,601.8567595,2.122142393,143.5683092
11,7,616.0025981,2.039763654,165.5276097
11,8,629.0145583,1.872618839,195.6392052
11,1,642.4278501,2.356370339,229.3648849
11,2,656.8199238,2.042161306,24.02058853
11,3,670.3392462,2.174853116,50.5018237
11,5,684.9186758,2.191191352,86.25
11,5,701.2264325,2.614255689,115
11,6,713.2574568,3.13291309,143.75
11,7,730.7246627,1.480381257,158.5393425
11,8,744.3086501,3.369663205,201.25
11,1,756.8830612,2.308698571,228.7942762
11,2,772.6044593,1.968487468,17.94392025
11,3,785.6706307,1.765427136,55.71193451
11,4,799.5769831,1.789186276,86.25
11,5,813.7421506,2.124384893,110.8622252
11,6,828.1068912,2.433847632,133.9043948
11,7,844.1357529,1.671765868,157.7547053
11,8,860.2187529,1.661390876,183.003508
11,1,875.6878334,1.257586707,228.157455
11,2,888.5924746,2.17029754,15.42533166
11,3,901.596313,2.177170085,40.21832577
11,4,915.4267773,1.914045719,67.1902376
11,5,930.3627122,1.86923961,91.90855901
11,6,940.3537105,3.198724785,123.6571186
11,7,953.3712807,2.761762817,153.1822646
11,8,968.6360807,1.756231844,182.6440396
11,1,983.2568788,1.819023275,227.9775723
12,4,0.978593007,1.958594281,84.33333333
12,5,12.45133318,2.701289405,109.1129428
12,6,25.99050903,2.497030585,137.4270476
12,7,39.4324883,2.2155279,164.2226239
12,8,52.44824076,2.019958462,195.1334734
12,1,64.78975477,2.432121366,227.5356755
12,2,78.05736731,2.578565705,26.85101734
12,3,93.32221978,1.315827364,57.5
12,4,107.3048683,2.384563871,86.25
12,5,121.6754387,2.744948471,109.7145964
12,6,133.7443233,2.399333111,140.3606365
12,7,149.0466059,2.293981713,168.3764451
12,8,164.8173205,2.09825016,191.039564
12,1,176.7959494,2.016143355,226.452179
12,2,191.5764091,2.234554761,25.0636286
12,3,205.771572,1.964185564,57.17967576
12,4,220.1056792,2.42365823,80.62090478
12,5,232.8166303,2.016130543,113.1013833
12,6,246.8615555,2.098922985,138.3932154
12,7,261.1248647,3.015770649,167.9429099
12,8,276.3154066,1.618368481,197.2670954
12,1,290.7534511,1.963338131,229.7202287
12,2,308.9177827,1.32994071,16.48206148
12,3,325.322486,1.596120862,40.92371959
12,4,339.8220034,1.943888065,65.09124652
12,5,354.0589843,1.995681309,98.79980992
12,6,368.2116574,2.204068125,133.0892129
12,7,380.8113591,2.391100624,170.9577319
12,8,394.7117003,1.948968102,197.9738314
12,1,408.5280499,2.213264425,228.8608902
12,2,424.336611,1.625087567,16.6475297
12,3,439.4985379,1.573356737,45.71200507
12,4,453.2267555,2.061909774,74.86167546
12,5,466.1548788,2.315002688,107.5913791
12,6,479.7293585,2.761492802,143.75
12,7,492.3917674,2.884211744,165.7914369
12,8,505.9812368,1.933872623,194.3701219
12,1,518.921928,2.473072115,229.57946
12,3,531.4591969,2.029096757,28.75
12,4,546.7357293,2.002543172,57.5
12,5,565.9754556,2.49773206,86.25
12,6,583.0292993,2.123843888,115
12,6,601.7711428,1.41096977,128.1511844
12,7,612.5843637,2.968926247,150.622247
12,8,626.0183293,2.297686551,190.584862
12,1,640.2595083,2.197014779,228.6528478
12,2,654.5040384,2.077063278,13.76832512
12,3,667.1214766,2.453538514,38.63132166
12,4,678.8542265,2.778646685,76.43822547
12,5,693.0246906,2.575265467,107.8245203
12,6,706.9078723,2.418954003,131.9404316
12,7,721.2942153,2.216366596,161.9026317
12,8,734.0808631,2.857761094,193.0500919
12,1,749.4618432,2.072093709,0
12,2,767.1149248,2.191204225,28.75
12,3,784.6578075,2.236671055,57.5
12,4,797.0010337,2.768313278,86.25
12,5,811.7943987,1.652233577,104.5914632
12,6,824.0616071,2.346537744,128.5599739
12,7,835.3155616,2.250005088,163.3667227
12,8,849.2360924,1.677460636,197.9986492
12,1,869.4517511,2.400896678,0
12,2,882.4529162,2.496932767,20.67458135
12,3,893.6586354,1.787466129,52.93682747
12,4,905.4689366,1.913840692,81.16847046
12,5,918.0093248,2.668221105,109.2523392
12,6,934.0721818,1.59098396,136.8086695
12,7,946.3765687,2.336073217,160.7302669
12,8,958.04183,2.734696718,188.6423261
12,1,971.3525711,2.46263207,229.2542123
12,2,984.1226331,2.684646637,17.83085768
12,3,997.9945402,2.189714657,46.07630048
13,5,10.27198239,1.779362927,111.5734461
13,6,23.45832043,2.945427655,135.5385153
13,7,35.69641436,2.221584387,167.3664723
13,8,49.42019501,1.854062774,195.4392472
13,1,61.78930292,1.333583454,229.8694211
13,2,77.32091811,1.498997834,23.7367759
13,3,90.47789879,2.040040326,54.23190093
13,4,104.6211415,2.59856241,82.37230311
13,5,119.7499367,2.270506901,108.5309907
13,6,132.3316959,1.219625595,142.4044971
13,7,147.2490525,1.857227868,168.3085431
13,8,159.9511534,2.008224004,201.0851316
13,1,175.0362427,2.033134518,228.8663957
13,2,189.9266973,1.889523075,21.82984354
13,3,205.6084895,2.011111434,45.28790971
13,4,217.7831177,2.536177491,76.60307378
13,5,231.8749171,1.592146883,110.7259951
13,6,244.3093967,2.608358338,141.0688135
13,7,259.6137783,2.322635536,164.7409197
13,8,273.854345,2.138118277,189.4312722
13,1,286.5349177,1.830174272,229.3123844
13,2,299.6933576,2.440262716,28.75
13,3,314.9371318,2.293570249,50.9849335
13,4,328.9372442,2.074421021,80.68189341
13,5,345.9413605,2.725652542,111.5565099
13,6,363.3747892,1.594436545,141.330437
13,7,380.1663556,1.519490108,162.6170835
13,8,393.0307243,2.375339811,180.1091921
13,1,404.4826737,2.775119733,229.4353415
13,2,416.8893383,2.47554839,23.21252089
13,3,432.0062797,2.19638588,57.5
13,4,447.703563,2.221263994,81.77661941
13,5,462.9546143,1.504365519,109.6358669
13,6,475.3747385,2.518610107,140.0139514
13,7,490.0658067,2.093372248,168.1411954
13,8,502.4236716,2.18474884,196.2394739
13,1,514.859864,2.3785062,228.6489497
13,2,527.6469836,2.051062786,23.9692194
13,3,542.7437515,1.950729016,52.08983377
13,4,557.7436223,2.230504862,83.42875969
13,5,574.7595286,1.793110619,115
13,6,590.7157567,2.057385178,143.0727537
13,7,605.2154528,2.032529178,171.6351937
13,8,621.376644,2.014483155,197.9085107
13,1,634.0080686,2.122477644,229.7509047
13,2,647.2911263,2.059654162,22.68746146
13,3,659.4310824,2.137235347,54.2779417
13,4,675.3230922,1.503429156,79.91975705
13,5,690.2383838,2.832339519,103.3057931
13,6,702.0257752,2.342174453,142.7323733
13,7,716.5128004,2.694852903,171.2563613
13,8,731.2115161,2.194906275,201.1391311
13,1,746.7190317,2.421753438,228.6852606
13,2,759.9820234,2.212639277,23.15202091
13,3,774.9287163,2.432454393,53.05963629
13,4,791.7639333,1.912171862,84.49656586
13,5,805.4947223,2.632051952,112.3591377
13,6,817.5882289,1.932306468,143.0970019
13,7,831.2563365,2.097771282,167.6552633
13,8,847.2978348,1.74342786,195.256096
13,1,861.1688044,1.73948845,228.7007562
13,2,879.2187808,2.166807267,17.92443394
13,3,891.1057633,2.186270306,49.98452443
13,4,902.813789,2.607695485,84.84365674
13,5,915.8552077,2.475522771,113.5114848
13,6,929.7092651,1.816484511,139.9232377
13,7,941.3383135,2.668130645,163.8778192
13,8,953.431566,2.501368344,198.8431365
13,1,966.8320736,2.56086037,227.5355599
13,2,980.0553781,2.661713377,28.55617839
13,3,992.7775593,2.34816126,54.0137101
14,5,8.346262911,1.658205227,107.2045871
14,6,20.67044521,2.541817346,136.603421
14,7,33.38566366,1.871951558,166.9779971
14,8,46.28613025,2.304541904,197.032569
14,1,60.2864003,2.581488179,229.0461131
14,2,73.97653429,2.255240701,27.90514535
14,3,88.87592111,1.845291748,52.29239228
14,4,103.1288946,1.812040281,80.45314962
14,5,116.9007891,2.053198224,106.9315327
14,6,131.2284861,2.235943188,140.3477533
14,7,144.9922174,2.417574376,165.1111381
14,8,159.8690568,1.414240419,195.1554293
14,1,174.4786779,1.733588188,225.7198361
14,2,186.2643146,2.643087759,16.01159568
14,3,199.5361804,2.22033322,51.83054253
14,4,213.979391,2.472273969,76.87244944
14,5,229.1904884,1.72490645,103.6897018
14,6,243.2814757,2.126233139,132.9541633
14,7,256.2731421,2.066277421,163.6568107
14,8,268.3267145,2.716367489,196.3962491
14,1,284.5447097,2.087689153,0
14,2,298.5005487,1.788266321,23.20242733
14,3,312.0965533,2.132715409,52.96019114
14,4,326.2530704,2.443584614,86.25
14,5,344.6779969,1.859621829,106.3654869
14,6,361.8572857,1.733946631,125.9759757
14,7,373.6622551,2.878858757,152.5078459
14,8,384.1306049,2.910419402,195.4945066
14,1,398.65622,2.222620138,0
14,2,414.6524686,2.126816221,26.33691402
14,3,431.0299474,2.558856942,57.5
14,4,445.6896733,2.185123608,77.14484684
14,5,459.388903,2.301679146,108.2185888
14,6,473.8913614,1.573267875,134.7332901
14,7,487.9836139,2.128873836,161.9390256
14,8,500.130261,2.506834861,190.2064817
14,1,511.1262171,2.129382338,228.631633
14,2,525.3161039,2.248541734,25.14680261
14,3,539.9703441,1.370501548,55.73320707
14,4,556.4787785,1.901798051,86.25
14,5,572.6032788,1.845108239,115
14,6,590.3865786,1.780763884,143.75
14,7,604.78997,1.870681443,165.7817495
14,8,619.7179112,2.263923922,188.6277446
14,1,633.0811669,2.111963639,229.901728
14,2,644.3476523,2.567858891,16.67767898
14,3,657.9235,2.289236814,47.96073717
14,4,671.1125559,2.679386991,78.29321555
14,5,686.1095684,2.77421914,115
14,6,701.5912957,2.431230864,143.7421641
14,7,716.0513138,2.43570258,170.8767367
14,8,731.1610042,1.65025055,200.1334217
14,1,745.1058994,2.250694082,229.6050388
14,2,757.4520226,1.493836956,27.11990423
14,3,773.1032499,1.756292801,51.80976304
14,4,790.8469477,2.053247525,80.55866106
14,5,804.491375,2.318579543,108.6535536
14,6,817.2502918,1.724800977,137.2802397
14,7,828.946868,1.373858928,169.7880407
14,8,843.8598353,2.661076829,196.3743076
14,1,855.6846873,1.955915411,225.6365385
14,2,874.2226899,2.871043467,26.29634186
14,3,887.6681849,2.272179304,56.59885222
14,4,902.274484,1.994436674,83.49313686
14,5,915.2539144,2.690383408,111.3006794
14,6,927.6025792,2.335876521,141.0152016
14,7,938.1067698,2.402720007,168.9585579
14,8,952.4693472,2.273331494,198.3862308
14,1,965.270757,2.218394207,228.8178715
14,2,979.9825598,1.841359006,28.56848887
14,3,991.29287,2.024711957,57.2920835
15,5,3.645148282,2.103252344,107.3333333
15,6,17.8588431,2.025699396,132.1591705
15,7,30.43579943,2.465556594,158.651182
15,8,44.45607849,2.031076674,189.9911328
15,1,58.17187818,1.759346706,229.5044752
15,2,73.6019159,1.705262275,16.5861018
15,3,86.05381575,2.429451907,45.83015458
15,4,99.92982087,1.678304543,82.03683439
15,5,112.9710822,2.07635675,108.4060942
15,6,129.7068703,1.534604104,132.3426871
15,7,141.9359053,2.11185547,160.1580188
15,8,155.5596263,2.002615338,188.8346031
15,1,168.1960782,2.480417669,227.5505693
15,2,181.4447984,2.090805924,19.23109389
15,3,196.982754,1.74292869,48.4227502
15,4,210.1863038,2.448148963,73.18329503
15,5,222.6334381,2.351602332,103.9903032
15,6,238.2040284,2.155862744,143.75
15,7,251.9933735,2.209313129,163.0817047
15,8,266.5398609,2.821014984,201.25
15,1,282.7490876,1.915901844,0
15,2,295.3983415,2.728012534,28.75
15,3,309.9679013,1.765720582,50.74500802
15,4,325.6970609,2.776330875,86.25
15,5,340.0348416,2.228981055,101.7212782
15,6,351.6066679,2.491108226,143.75
15,7,366.717783,2.347056188,162.7170101
15,8,382.1530571,3.133917007,201.25
15,1,395.6633149,2.268295017,0
15,2,413.5178684,1.487015088,28.75
15,3,429.9977066,2.322321753,57.5
15,4,441.5227909,2.70150013,70.5221295
15,5,456.4426144,1.989616822,100.8456994
15,6,468.1601632,2.378692464,137.0660771
15,7,483.0227871,2.749379323,169.3303715
15,8,495.7248977,2.532561482,200.8141763
15,1,509.0007663,2.330317929,229.9275867
15,2,523.7136442,2.239109717,23.47597293
15,3,538.6811862,2.316041539,57.5
15,4,552.0568229,2.332310508,86.25
15,5,570.9593895,2.350486497,115
15,6,588.345932,2.243454791,143.75
15,7,601.1986313,2.649335283,162.0809418
15,8,614.1425227,2.545068223,192.0624516
15,1,626.3557929,1.981109151,229.3314478
15,2,639.6463344,2.960877289,20.83716992
15,3,653.7564943,2.244668725,48.76781712
15,4,668.1429273,2.301528246,77.81918265
15,5,685.494792,2.088393282,115
15,6,701.5880727,3.647360088,142.430968
15,7,715.3848682,2.40166544,167.3906697
15,8,730.4843928,2.590185414,199.6882549
15,1,744.6758155,3.098965578,228.862167
15,2,756.3608086,3.224608382,24.05212451
15,3,769.8633363,3.330416801,52.20182128
15,4,788.0750759,2.265023246,80.33930657
15,5,801.7541619,3.836920718,106.6463378
15,6,813.4992733,2.602951647,133.134276
15,7,826.9728958,2.807496319,165.9233424
15,8,842.02761,2.606479879,199.2663938
15,1,852.7104675,3.269565018,227.7810955
15,2,873.3680675,2.396150375,20.84217736
15,3,887.2715842,2.607275637,44.03286566
15,4,900.8922074,2.64409371,71.96969648
15,5,913.8788983,3.516717081,108.4319342
15,6,926.4317988,2.66431947,137.5329169
15,7,936.6328394,1.999731081,169.3269325
15,8,951.2096237,2.480050544,193.1630931
15,1,964.7378812,1.858305554,228.9884724
15,2,979.8839852,1.724407284,15.92392517
15,3,991.1901806,2.460495356,49.11564325
16,6,12.13695289,2.333247818,137.5315128
16,7,24.81888596,2.328752657,167.3717414
16,8,38.91277857,1.508415852,195.2328312
16,1,52.22856939,2.301070831,228.2702247
16,2,66.46876202,2.335167585,20.1174144
16,3,81.25032679,2.034293856,48.66134096
16,4,97.41945073,1.670092718,79.40724443
16,5,109.7953727,2.522428015,108.7178819
16,6,122.2734789,2.695896428,136.5793214
16,7,136.0917642,2.622356041,172.5
16,8,149.3600348,2.380934047,201.25
16,1,162.9303102,2.279014048,0
16,2,176.8920535,2.317552559,17.43492544
16,3,191.7747097,2.266461426,45.44790231
16,4,204.8489223,2.444303454,76.27457295
16,5,217.951653,3.066943118,115
16,6,233.9342024,1.695984397,136.9501447
16,7,247.7303765,2.392764457,166.6837512
16,8,261.662489,2.319925096,195.4967351
16,1,275.6316127,2.339883218,0
16,2,291.656805,2.212047724,20.86817265
16,3,306.1422722,1.888508362,47.73695216
16,4,320.2553615,1.974525491,75.40430209
16,5,334.0775358,2.312723622,102.5232318
16,6,348.9261608,2.176466573,143.75
16,7,362.5495871,2.252141874,165.5308402
16,8,375.9167664,3.264215886,195.5605361
16,1,390.8444772,1.837103192,229.917961
16,2,404.7242717,2.508680781,28.43341368
16,3,419.844751,2.354969351,55.1911214
16,4,435.7008884,2.079786644,84.58509266
16,5,449.3285307,2.083068767,114.9360381
16,6,465.3502485,1.77390139,140.8628072
16,7,481.8699347,2.483014842,167.1849174
16,8,495.5528096,2.271420805,193.3485023
16,1,508.4414986,2.34710407,229.391533
16,2,521.3582317,2.602919636,18.01454115
16,3,536.6791665,2.107169626,46.50063862
16,4,547.68788,2.157987913,86.25
16,5,567.9993502,1.555588995,115
16,6,584.241507,2.576717606,143.75
16,7,597.2659248,2.187369114,163.7631777
16,8,610.5325808,1.873865414,191.1619284
16,1,624.0275184,2.529456395,0
16,2,636.973873,2.605840035,24.43801737
16,3,649.8663065,1.806256858,53.76061965
16,4,664.4797885,2.219933009,76.11830868
16,5,684.9186758,2.36082135,115
16,6,701.2264325,1.568274065,126.5418593
16,7,713.2574568,2.504765392,146.5655466
16,8,729.8814456,1.706633311,183.2259246
16,1,744.3086501,2.019093783,227.398543
16,2,754.9039262,3.414673731,10.16706237
16,3,768.2724908,4.555986796,52.22614469
16,4,785.465525,8.72099766,79.20589765
16,5,799.5769831,3.388440469,106.2715486
16,6,809.4209325,3.61205582,131.4393728
16,7,824.6303611,2.990612423,167.8564657
16,8,841.2665812,2.044119655,188.5813423
16,1,851.811726,3.120530954,228.1436043
16,2,870.0678478,5.373043585,25.43968529
16,3,882.1063711,7.132732656,48.34417711
16,4,895.4913763,2.705692459,74.4995011
16,5,912.0112286,1.484062605,100.8332127
16,6,924.0983387,2.570016415,120.0897124
16,7,935.0460923,2.568012565,158.8223783
16,8,947.9488406,1.771824309,189.0460311
16,1,959.2054951,2.763489274,227.3722087
16,2,972.4460238,2.175969644,17.61567869
16,3,987.7825916,1.997643555,45.81255572
16,4,999.3053334,2.572582179,79.42935808
17,6,9.471789264,2.561179221,133.9180391
17,7,22.61673771,2.182612802,165.5167848
17,8,34.92371364,3.066669809,191.9488756
17,1,49.03226279,2.350369673,229.2394461
17,2,62.77198855,1.944071175,19.25950511
17,3,76.90549774,2.017129016,44.41482446
17,4,93.32221978,1.532101176,72.49698907
17,5,107.3048683,2.049506732,98.82469132
17,6,119.6136294,2.665323168,125.6631259
17,7,131.0976818,2.634598443,160.7197021
17,8,145.1924431,2.427815996,195.5583913
17,1,157.2447158,2.512477981,227.9215345
17,2,172.0097156,2.372733073,28.75
17,3,186.4571263,1.922625571,56.17051797
17,4,200.7678304,2.457476932,82.09516169
17,5,215.2198388,2.777470109,109.7087223
17,6,229.9248169,2.476623084,141.7387811
17,7,245.2996112,1.844356423,166.9967585
17,8,259.1825534,1.953150536,193.8455709
17,1,273.1404185,1.971473027,229.2543622
17,2,288.0936688,2.796035515,19.5283469
17,3,300.9725584,2.598325147,54.17622043
17,4,314.7625492,2.758634621,83.12803747
17,6,328.6826982,1.804582521,115
17,6,343.5360724,2.49137668,143.0536641
17,7,359.4551285,2.905328735,171.1269625
17,8,374.1737862,2.676131544,199.9919386
17,1,388.038282,1.951600798,229.9175417
17,2,404.5980754,1.272408155,21.24819187
17,3,418.8643227,2.187445293,49.50398874
17,4,434.90037,1.707472574,81.30842021
17,5,449.2978251,2.039270596,105.9105768
17,6,463.7226537,1.782401112,129.4910857
17,7,479.7293585,1.864894886,155.0760717
17,8,492.0741509,2.557753853,187.4568509
17,1,504.141421,2.798066318,228.8393438
17,2,517.2338405,3.007708352,15.72899657
17,3,531.4591969,2.093141925,57.5
17,4,546.7357293,2.814001337,86.25
17,5,565.9754556,1.509848502,115
17,6,583.0292993,1.511940615,143.75
17,7,593.2717099,2.358980612,166.1919417
17,8,605.1490182,2.817415413,201.25
17,1,622.6539894,1.799685549,0
17,2,635.319135,1.707920344,21.56336059
17,3,647.7960692,2.139284153,48.46312908
17,4,659.9158259,2.281659076,74.47512618
17,5,678.240751,2.712022397,115
17,6,690.2537708,1.900852388,136.0163636
17,7,702.9034119,2.629227215,172.5
17,8,719.3202575,1.299983928,201.25
17,1,733.8607292,1.875705147,228.8407116
17,2,749.4618432,1.509796554,15.28649862
17,3,767.1149248,1.485944627,35.97207171
17,4,784.6578075,1.638841262,57.5
17,5,797.0010337,2.329212768,86.25
17,6,806.0127274,3.190299291,115
17,7,823.0776577,1.584947553,148.5652194
17,8,835.0689706,2.397568985,172.5
17,1,848.3799749,2.132187386,227.6926744
17,2,869.4517511,1.29615583,4.391864709
17,3,880.8227365,2.528364872,28.75
17,4,891.1484958,2.784298856,57.5
17,5,902.4652787,2.502247951,94.90118737
17,6,914.89206,2.105705076,128.3631483
17,7,929.7199417,1.944757822,156.1364159
17,8,941.061042,2.185014912,189.0138648
17,1,953.9319199,1.98455906,229.0070181
17,2,967.3290768,2.092679304,20.58078853
17,3,981.9319762,1.982082828,57.5
17,4,996.6540509,2.289124222,86.25
18,6,5.632947848,2.166511102,137.6892609
18,7,19.41726268,1.401343965,168.190478
18,8,31.8907414,2.74297386,195.6654195
18,1,44.13037571,2.41283246,229.1002529
18,2,57.89022546,2.579320773,22.92901723
18,3,70.41846819,1.545095887,57.5
18,4,84.34565143,2.137590417,86.25
18,5,99.41257477,1.813324159,112.4175123
18,6,112.8276328,2.877959456,137.0861845
18,7,126.6262991,2.294888689,172.5
18,8,142.8481103,1.920764355,193.3699241
18,1,155.5375254,2.697269615,0
18,2,170.7723269,2.251702472,28.75
18,3,185.7656333,1.877063393,57.5
18,4,199.0771377,2.935297199,86.25
18,5,213.3147679,1.903655972,115
18,6,229.1127358,1.908974333,133.4946219
18,7,242.3157837,2.202045757,169.0194849
18,8,255.3915353,2.192901658,201.25
18,2,268.5967163,2.951121296,0
18,2,284.7955515,2.115900455,28.21924369
18,3,299.6933576,2.41979814,48.61842253
18,4,313.6308435,2.470371865,79.78213754
18,5,327.4237187,2.086342567,112.5576266
18,6,343.2565739,1.499275101,142.1253772
18,7,358.9825357,2.613303486,168.0707306
18,8,373.7036817,1.607885563,193.3439289
18,1,386.6373588,2.34696533,229.5507628
18,2,398.7023193,1.696440616,28.67179529
18,3,415.2089118,2.003688218,56.19766754
18,4,432.0062797,2.304290752,84.00024647
18,5,444.8406318,2.269889848,110.1032846
18,6,455.7228189,2.323563078,142.7884927
18,7,470.386243,2.071546246,171.5451722
18,8,486.6814705,2.466608556,188.3543209
18,1,500.5464607,1.714639156,229.9789594
18,2,512.9046297,1.912896391,21.22287158
18,3,526.9989963,1.78144636,49.44499501
18,4,540.7125213,2.120134212,83.5380189
18,5,557.3578342,1.950395777,113.2854936
18,6,574.7595286,1.806155327,139.8554779
18,7,590.5976488,2.269955855,172.02088
18,8,602.8817735,1.913505503,196.0989348
18,1,615.6563637,1.807370342,229.7886256
18,2,631.1113044,2.366423036,18.554174
18,3,643.5718193,2.393821425,45.45684887
18,4,654.7551627,2.022787111,78.54087561
18,5,665.7909783,2.811976913,107.663987
18,6,686.1852611,2.168742669,143.5858421
18,7,696.2701473,2.673457083,171.5920301
18,8,712.0580282,2.37531993,200.6496019
18,1,725.0786575,2.762061999,228.859617
18,2,740.5444157,2.319022286,25.60466451
18,3,752.6272192,2.267273438,49.80437963
18,4,765.2847249,2.19122389,82.68875589
18,5,780.4017426,2.454765826,109.9318381
18,6,793.3711584,2.856859717,139.9239423
18,7,807.97635,2.337904732,165.8137383
18,8,822.6898959,1.813693199,198.2058569
18,1,835.6577649,2.821089666,229.83038
18,2,850.6591532,1.796391644,22.62165368
18,3,863.7473446,2.495404529,53.42800564
18,4,878.2099911,1.904433931,85.77658517
18,5,894.4329761,1.645573768,110.0967008
18,6,907.5848393,1.970558055,135.6239914
18,7,921.3057402,2.500275939,162.0524488
18,8,935.4610184,1.961478592,189.9429056
18,1,948.6797587,1.933721107,228.7475186
18,2,963.4253676,2.346337337,26.82898643
18,3,977.214952,2.0093673,54.42564373
18,4,991.3529298,2.254909209,81.44955186
19,6,2.83548281,2.027873341,138
19,7,16.34198484,2.468232004,164.9824177
19,8,29.85478307,1.998042499,196.9175692
19,1,43.08902869,1.975793078,228.3289135
19,2,55.63343646,2.368252755,22.77213997
19,3,67.5095714,2.359149882,51.94892924
19,4,82.32707363,2.26791092,86.25
19,5,97.98840158,1.381438613,106.0621856
19,6,110.5121674,2.251924926,132.1192073
19,7,123.9945797,2.029290428,166.6492374
19,8,138.7455373,1.803933558,198.6962578
19,1,153.4484319,2.530579622,228.0940778
19,2,168.2546354,2.869357436,20.24466092
19,3,182.3507652,1.887963338,48.32537962
19,4,196.3591917,1.734301206,79.56602005
19,7,210.0486675,3.646401834,115
19,8,223.740543,2.562437559,143.75
19,7,240.7352011,2.249883902,166.8051553
19,1,253.759521,2.703896901,201.25
19,1,266.9786643,2.552428396,228.8799857
19,2,284.5447097,2.143501505,24.90108136
