Car_1_Station,Car_1_ArrivalTime,Car_2_Station,Car_2_ArrivalTime,Car_3_Station,Car_3_ArrivalTime,Car_4_Station,Car_4_ArrivalTime,Car_5_Station,Car_5_ArrivalTime,Car_6_Station,Car_6_ArrivalTime,Car_7_Station,Car_7_ArrivalTime,Car_8_Station,Car_8_ArrivalTime,Car_9_Station,Car_9_ArrivalTime,Car_10_Station,Car_10_ArrivalTime,Car_11_Station,Car_11_ArrivalTime,Car_12_Station,Car_12_ArrivalTime,Car_13_Station,Car_13_ArrivalTime,Car_14_Station,Car_14_ArrivalTime,Car_15_Station,Car_15_ArrivalTime,Car_16_Station,Car_16_ArrivalTime,Car_17_Station,Car_17_ArrivalTime,Car_18_Station,Car_18_ArrivalTime,Car_19_Station,Car_19_ArrivalTime,Car_20_Station,Car_20_ArrivalTime,Car_21_Station,Car_21_ArrivalTime,Car_22_Station,Car_22_ArrivalTime,Car_23_Station,Car_23_ArrivalTime,Car_24_Station,Car_24_ArrivalTime,Car_25_Station,Car_25_ArrivalTime,Car_26_Station,Car_26_ArrivalTime,Car_27_Station,Car_27_ArrivalTime,Car_28_Station,Car_28_ArrivalTime,Car_29_Station,Car_29_ArrivalTime,Car_30_Station,Car_30_ArrivalTime
8,824.3,8,821.2,8,817.6,8,814.5,8,811.2,8,807.6,1,816.9,1,813.2,1,809.8,1,806.4,1,802.8,2,813.4,2,809.7,2,806.6,2,803.3,2,799.8,2,796.3,3,804.3,3,801.4,3,798,3,794.7,3,791.3,4,800.6,4,796.9,4,793.5,4,790.2,4,786.9,5,796.3,5,792.6,5,789.1
1,837.9,1,834.6,1,831,1,827.6,1,824,1,820.5,2,830.2,2,827,2,823.8,2,820.4,2,816.9,3,825.6,3,822.2,3,818.9,3,815.1,3,811.4,3,808.3,4,817.4,4,814.3,4,811,4,807.6,4,804.1,5,813.1,5,809.4,5,806,5,802.8,5,799.4,6,809.2,6,805.7,6,802.5
2,850.7,2,847.2,2,843.8,2,840.4,2,837.1,2,833.4,3,843,3,839.5,3,835.6,3,832.2,3,828.8,4,838.5,4,835.3,4,831.5,4,828.2,4,824.5,4,820.7,5,829.8,5,826.4,5,823,5,819.6,5,816.6,6,826.1,6,822.4,6,819.2,6,816.2,6,812.5,7,821.8,7,818.4,7,815.2
3,863.1,3,859.5,3,856,3,852.9,3,849.5,3,846.4,4,855.1,4,851.6,4,848.5,4,845,4,841.8,5,850.6,5,846.9,5,843.7,5,840.2,5,837,5,833.5,6,842.8,6,839.1,6,835.8,6,833,6,829.5,7,839,7,835.2,7,831.3,7,828.7,7,825.1,8,834.4,8,831.1,8,827.8
4,875.3,4,871.6,4,868.3,4,865.1,4,861.8,4,858.5,5,868.1,5,864.5,5,860.9,5,857.6,5,854.1,6,863.1,6,859.9,6,856.5,6,852.9,6,849.5,6,845.9,7,856.3,7,852.9,7,849.4,7,845.7,7,842.2,8,852.6,8,848.9,8,845.3,8,841.7,8,838.1,1,848.4,1,844.9,1,841.6
5,888.5,5,885.2,5,882.1,5,878.8,5,875,5,871.5,6,880.8,6,877.2,6,873.8,6,870.3,6,867,7,876.6,7,873.2,7,870.1,7,866.6,7,863.1,7,859.7,8,869.7,8,866.1,8,862.7,8,859.1,8,856.2,1,865.6,1,862.4,1,858.9,1,855.4,1,851.8,2,861,2,857.7,2,854.1
6,900.9,6,897.6,6,894.2,6,891.1,6,887.7,6,884.2,7,893.8,7,890,7,887,7,883.4,7,879.8,8,889.8,8,886.2,8,882.7,8,879.1,8,876,8,872.9,1,882.6,1,879,1,875.6,1,871.9,1,868.9,2,878.1,2,875,2,871.5,2,867.9,2,864.6,3,873,3,869.9,3,866.5
7,913.8,7,910.2,7,906.6,7,903.6,7,900,7,897,8,906.2,8,903,8,899.7,8,896.5,8,893.2,1,903,1,899.4,1,896.3,1,893.1,1,889.3,1,886,2,894.6,2,891.4,2,887.7,2,884.3,2,881,3,889.8,3,886.7,3,883.1,3,879.9,3,876.7,4,886.1,4,882.1,4,878.6
8,926.4,8,923,8,919.6,8,916.2,8,912.6,8,909.1,1,919.1,1,915.9,1,912.5,1,909.2,1,905.7,2,914.8,2,911,2,908,2,904.8,2,901.2,2,898,3,906.4,3,903,3,899.6,3,896.8,3,893.1,4,902.7,4,899.2,4,895.9,4,892.2,4,888.9,5,898.6,5,895.2,5,891.7
1,939.1,1,936,1,932.5,1,929,1,925.7,1,922.5,2,931.3,2,928.2,2,924.8,2,921.2,2,918.1,3,927.2,3,923.7,3,920.4,3,916.6,3,913.5,3,909.8,4,919.8,4,916.2,4,912.9,4,909.4,4,906.2,5,915.1,5,912,5,908.9,5,905.2,5,902,6,911.5,6,907.6,6,904.3
2,951.9,2,948.4,2,945.1,2,941.9,2,938.4,2,934.6,3,944.2,3,940.9,3,937.6,3,934,3,930.9,4,939.5,4,936.3,4,932.4,4,929.3,4,926.4,4,922.9,5,932.4,5,929.1,5,925.8,5,922.3,5,918.5,6,928.6,6,925.2,6,921.8,6,918.3,6,914.7,7,923.8,7,920.6,7,917.5
3,964.5,3,961.3,3,957.6,3,954.1,3,950.3,3,947.3,4,956.3,4,953,4,949.6,4,946.1,4,942.4,5,953,5,949.5,5,946.4,5,943,5,939.4,5,936,6,945.7,6,941.8,6,938.8,6,935.3,6,932.1,7,941,7,937.6,7,934.1,7,930.7,7,927.4,8,936.7,8,933.1,8,929.7
4,976.7,4,973.4,4,969.9,4,966.6,4,963.1,4,959.8,5,969.9,5,966.4,5,962.9,5,959.5,5,956.1,6,966.4,6,963,6,959.7,6,956.2,6,952.9,6,949.4,7,958.2,7,954.6,7,951.1,7,948,7,944.3,8,953.9,8,950.2,8,946.8,8,943.3,8,940.2,1,949.5,1,945.9,1,942.8
5,990.4,5,987,5,983.5,5,980,5,976.7,5,973.3,6,983.5,6,979.9,6,976.6,6,973.3,6,969.6,7,979,7,975.5,7,972.1,7,968.3,7,964.8,7,961.2,8,970.9,8,967.6,8,964.1,8,960.6,8,957.4,1,966.5,1,963,1,959.4,1,956.2,1,952.7,2,961.7,2,958.5,2,955.2
,,,,6,996.9,6,993.7,6,990.2,6,987,7,995.8,7,992.3,7,988.9,7,985.6,7,982.2,8,991.3,8,988,8,984.7,8,980.8,8,977.7,8,974.5,1,983.6,1,979.8,1,976.1,1,973.2,1,969.7,2,979.5,2,975.9,2,972.4,2,968.7,2,965.3,3,975,3,971.7,3,968.2
,,,,,,,,,,7,999.2,,,,,,,8,998.1,8,994.5,,,,,1,997.6,1,994.1,1,990.7,1,987.2,2,996.3,2,992.9,2,989.4,2,986.3,2,983,3,991.7,3,988.4,3,985.2,3,981.6,3,978.4,4,987.3,4,984,4,980.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,999.6,,,,,,,3,998.2,3,995,,,,,4,997.8,4,994.2,4,990.8,,,5,997.6,5,994.1
